event_id,event_date,year,in_sequence,label_sub_event_type,label_escalated,fatalities,avg_tone,tone_positive_score,tone_negative_score,tone_polarity,tone_activity_density,tone_self_group_density,tone_word_count,goldstein_trend,quad_class_ratio,volume_mention_spike,volume_right_censored,had_gkg_match,had_events_match,matching_method_version
USA20050,2021-01-03,2021,False,Peaceful protest,0,0,-4.756390178590833,2.058401584181783,6.8147917627726144,8.873193346954398,20.855341009160266,0.05641642306399517,1805.6,2.7880000000000003,0.7777777777777778,25,True,True,True,v3_sequence_anchored_geo_distance
USA21225,2021-01-13,2021,False,Peaceful protest,0,0,-2.309049867569993,2.797552146829905,5.106602014399899,7.904154161229803,23.037347480076516,0.8532572187331817,1836.16,-2.332,0.5,25,True,True,True,v3_sequence_anchored_geo_distance
USA21073,2021-01-09,2021,False,Peaceful protest,0,0,,,,,,,,,,0,False,False,False,v3_sequence_anchored_geo_distance
USA55494,2023-04-05,2023,False,Violent demonstration,1,0,-1.5895558302982946,2.9759575847677757,4.5655134150660714,7.541470999833849,22.664514155157107,0.8361547524713799,1608.4,-0.1399999999999999,0.7272727272727273,25,True,True,True,v3_sequence_anchored_geo_distance
USA32055,2021-07-05,2021,False,Violent demonstration,1,0,-7.1213630873480795,1.0931989746989867,8.214562062047063,9.307761036746077,23.946709357051066,0.31328320802005,557.0,-4.3,0.4,3,False,True,True,v3_sequence_anchored_geo_distance
USA20012,2021-01-02,2021,False,Peaceful protest,0,0,-3.352697170622242,1.6562220708798316,5.008919241502074,6.665141312381906,20.38857450280102,0.19031098644460165,1689.0,0.6720000000000002,0.7,25,True,True,True,v3_sequence_anchored_geo_distance
USA20078,2021-01-04,2021,False,Peaceful protest,0,0,,,,,,,,,,0,False,False,True,v3_sequence_anchored_geo_distance
USA21894,2021-01-18,2021,False,Peaceful protest,0,0,,,,,,,,,,0,False,False,False,v3_sequence_anchored_geo_distance
USA28214,2021-04-16,2021,False,Violent demonstration,1,0,,,,,,,,1.0355555555555556,0.5,0,False,False,True,v3_sequence_anchored_geo_distance
USA22093,2021-01-27,2021,False,Peaceful protest,0,0,-2.6965683009702737,2.6512331020773225,5.347801403047597,7.999034505124918,20.51703000373745,1.4444216913871153,828.4705882352941,-10.399999999999999,1.0,17,False,True,True,v3_sequence_anchored_geo_distance
USA42385,2022-05-01,2022,False,Mob violence,1,0,,,,,,,,0.20000000000000018,,0,False,False,True,v3_sequence_anchored_geo_distance
USA21272,2021-01-14,2021,False,Peaceful protest,0,0,,,,,,,,8.0,0.6666666666666666,0,False,False,True,v3_sequence_anchored_geo_distance
USA21789,2021-01-16,2021,False,Peaceful protest,0,0,,,,,,,,,,0,False,False,False,v3_sequence_anchored_geo_distance
USA21294,2021-01-15,2021,False,Peaceful protest,0,0,-4.064960488755297,1.6515877049594943,5.716548193714791,7.368135898674294,22.394255200498556,1.0975371689438644,631.9047619047619,1.0079710144927536,0.3333333333333333,21,True,True,True,v3_sequence_anchored_geo_distance
USA26553,2021-03-13,2021,False,Violent demonstration,1,0,,,,,,,,,,0,False,False,False,v3_sequence_anchored_geo_distance
USA22057,2021-01-22,2021,False,Peaceful protest,0,0,-2.0079360952870084,1.660496138575753,3.668432233862761,5.328928372438513,23.415708202014795,2.2951314177180073,3194.16,-1.348,0.7,25,True,True,True,v3_sequence_anchored_geo_distance
USA21130,2021-01-10,2021,False,Violent demonstration,1,0,,,,,,,,,,0,False,False,False,v3_sequence_anchored_geo_distance
USA21942,2021-01-19,2021,False,Peaceful protest,0,0,,,,,,,,-0.5166666666666666,0.3333333333333333,0,False,False,True,v3_sequence_anchored_geo_distance
USA21086,2021-01-09,2021,False,Peaceful protest,0,0,,,,,,,,,,0,False,False,False,v3_sequence_anchored_geo_distance
USA20324,2021-01-08,2021,False,Peaceful protest,0,0,-2.19588833989175,3.3477010931526574,5.543589433044408,8.891290526197071,22.737781325868532,2.2059226365347926,1051.857142857143,-1.5759999999999998,0.5652173913043478,14,False,True,True,v3_sequence_anchored_geo_distance
USA22064,2021-01-22,2021,True,Peaceful protest,0,0,-0.11284888377633506,3.209944453632995,3.322793337409335,6.532737791042335,20.9471965716983,0.875008594912929,970.5,-0.13142857142857145,0.4,2,False,True,True,v3_sequence_anchored_geo_distance
USA40567,2022-03-16,2022,False,Violent demonstration,1,0,-2.8457705377698717,1.691326707232188,4.5370972450020615,6.22842395223425,22.66574520126806,1.2521867612523792,629.2173913043479,-0.8400000000000001,0.36363636363636365,23,True,True,True,v3_sequence_anchored_geo_distance
USA20298,2021-01-07,2021,True,Peaceful protest,0,0,,,,,,,,0.0,0.0,0,False,False,True,v3_sequence_anchored_geo_distance
USA56396,2023-05-20,2023,False,Violent demonstration,1,0,,,,,,,,,,0,False,False,False,v3_sequence_anchored_geo_distance
USA21837,2021-01-17,2021,True,Peaceful protest,0,0,,,,,,,,,,0,False,False,False,v3_sequence_anchored_geo_distance
USA21236,2021-01-13,2021,False,Peaceful protest,0,0,-3.6291522378140373,2.3175868231644436,5.946739060978481,8.264325884142929,22.2554884397529,1.2550478297270657,835.28,-3.279523809523809,0.8888888888888888,25,True,True,True,v3_sequence_anchored_geo_distance
USA20038,2021-01-02,2021,True,Peaceful protest,0,0,-1.7426779857348966,2.0583713541627082,3.8010493398976037,5.8594206940603115,21.77632814839103,0.3962258197040496,550.84,-0.832,0.5,25,True,True,True,v3_sequence_anchored_geo_distance
USA45700,2022-06-24,2022,False,Mob violence,1,1,-3.4236126590680995,2.1434074145144764,5.567020073582577,7.710427488097054,23.44991134928466,1.0516618466419612,769.64,1.3159999999999998,0.631578947368421,25,True,True,True,v3_sequence_anchored_geo_distance
USA21192,2021-01-12,2021,False,Peaceful protest,0,0,,,,,,,,,,0,True,False,False,v3_sequence_anchored_geo_distance
USA37987,2022-01-06,2022,False,Peaceful protest,0,0,,,,,,,,,,0,False,False,False,v3_sequence_anchored_geo_distance
USA38035,2022-01-13,2022,False,Peaceful protest,0,0,-5.582478836417582,1.5262888442834899,7.108767680701073,8.635056524984563,19.653517256816915,0.4468661457579233,1242.96,2.6777777777777776,0.0,25,True,True,True,v3_sequence_anchored_geo_distance
USA38265,2022-01-15,2022,False,Peaceful protest,0,0,,,,,,,,-0.5719999999999998,0.8823529411764706,0,False,False,True,v3_sequence_anchored_geo_distance
USA38267,2022-01-16,2022,False,Peaceful protest,0,0,,,,,,,,,,0,False,False,False,v3_sequence_anchored_geo_distance
USA38318,2022-01-19,2022,False,Peaceful protest,0,0,-0.1753165230468319,2.7324503459104097,2.9077668689572413,5.640217214867651,21.889261642758783,0.7365270136393511,978.6111111111111,1.992,0.8461538461538461,18,False,True,True,v3_sequence_anchored_geo_distance
USA38266,2022-01-16,2022,False,Peaceful protest,0,0,-3.207621194429693,2.1550905542262404,5.362711748655933,7.517802302882177,22.909496743187905,1.3715819290031714,1155.12,0.8360000000000001,0.3333333333333333,25,True,True,True,v3_sequence_anchored_geo_distance
USA37833,2022-01-06,2022,False,Peaceful protest,0,0,,,,,,,,,,0,False,False,False,v3_sequence_anchored_geo_distance
USA38372,2022-01-15,2022,False,Peaceful protest,0,0,-6.148734860345076,1.839582256229647,7.9883171165747235,9.827899372804373,21.91799663157485,0.7789992530485987,2164.6,1.164,0.6666666666666666,25,True,True,True,v3_sequence_anchored_geo_distance
USA38037,2022-01-10,2022,False,Peaceful protest,0,0,-4.576551350927155,1.8243039583278067,6.400855309254962,8.225159267582766,25.080240240507177,0.3579500732732543,1347.28,-1.024,0.6666666666666666,25,True,True,True,v3_sequence_anchored_geo_distance
USA38325,2022-01-15,2022,False,Peaceful protest,0,0,,,,,,,,-1.1822222222222227,1.0,0,False,False,True,v3_sequence_anchored_geo_distance
USA51707,2023-01-24,2023,False,Peaceful protest,0,0,,,,,,,,,,0,False,False,False,v3_sequence_anchored_geo_distance
USA51247,2023-01-08,2023,False,Peaceful protest,0,0,-2.1686148202203834,2.6744442659256076,4.843059086145993,7.517503352071597,21.979266870961748,0.796189570420865,1354.68,-5.3,0.8235294117647058,25,True,True,True,v3_sequence_anchored_geo_distance
USA51493,2023-01-18,2023,False,Peaceful protest,0,0,3.72309482257126,5.11925538103549,1.39616055846422,6.51541593949971,24.0837696335079,1.51250727166958,1561.0,0.8,,1,False,True,True,v3_sequence_anchored_geo_distance
USA51392,2023-01-17,2023,False,Peaceful protest,0,0,-2.7711750326654365,1.7117199641606813,4.482894996826116,6.194614960986798,22.918657428882316,0.8423877951861581,721.5833333333334,0.444,0.5,12,False,True,True,v3_sequence_anchored_geo_distance
USA51708,2023-01-24,2023,False,Peaceful protest,0,0,-2.502750049979374,1.5859068401039274,4.0886568900833,5.674563730187227,23.693135538339973,1.3451325680870863,857.75,2.828,0.5333333333333333,12,False,True,True,v3_sequence_anchored_geo_distance
USA50590,2023-01-03,2023,False,Peaceful protest,0,0,,,,,,,,,,0,False,False,False,v3_sequence_anchored_geo_distance
USA51454,2023-01-17,2023,False,Peaceful protest,0,0,,,,,,,,,,0,False,False,False,v3_sequence_anchored_geo_distance
USA51432,2023-01-18,2023,False,Peaceful protest,0,0,-3.5963824614522952,2.81170474423966,6.408087205691951,9.219791949931604,24.814110551458498,0.758321393927341,3235.5,-0.5111111111111115,0.8888888888888888,2,False,True,True,v3_sequence_anchored_geo_distance
USA51472,2023-01-16,2023,False,Peaceful protest,0,0,-2.21327967806841,2.11267605633803,4.32595573440644,6.43863179074447,20.2213279678068,0.905432595573441,929.0,3.242857142857143,0.0,1,False,True,True,v3_sequence_anchored_geo_distance
USA51169,2023-01-07,2023,False,Peaceful protest,0,0,,,,,,,,,,0,False,False,False,v3_sequence_anchored_geo_distance
USA64619,2024-01-17,2024,False,Peaceful protest,0,0,-2.043375461094334,2.5005665329095423,4.543941994003874,7.04450852691342,21.909853597570653,0.483956767464126,1038.4782608695652,-0.46399999999999997,0.8,23,False,True,True,v3_sequence_anchored_geo_distance
USA64524,2024-01-18,2024,False,Peaceful protest,0,0,-3.0659939071032225,2.780845960349667,5.846839867452892,8.627685827802562,21.347046225962426,0.3893359787601723,755.0,0.8028571428571428,0.2222222222222222,25,True,True,True,v3_sequence_anchored_geo_distance
USA64612,2024-01-18,2024,False,Peaceful protest,0,0,,,,,,,,,,0,True,False,False,v3_sequence_anchored_geo_distance
USA64526,2024-01-06,2024,False,Peaceful protest,0,0,-0.8634363666262981,3.4596334366166435,4.323069803242941,7.782703239859586,20.891052220100207,0.6366436108104193,1407.36,-0.268,0.5,25,True,True,True,v3_sequence_anchored_geo_distance
USA64477,2024-01-12,2024,False,Peaceful protest,0,0,,,,,,,,,1.0,0,True,False,True,v3_sequence_anchored_geo_distance
USA64546,2024-01-18,2024,False,Peaceful protest,0,0,,,,,,,,,,0,False,False,False,v3_sequence_anchored_geo_distance
USA64493,2024-01-08,2024,False,Peaceful protest,0,0,1.6922269406195374,4.746527747271694,3.0543008066521575,7.800828553923855,21.528114890152636,0.5896265436195612,585.2,0.31199999999999983,0.5454545454545454,25,True,True,True,v3_sequence_anchored_geo_distance
USA64360,2024-01-09,2024,False,Peaceful protest,0,0,,,,,,,,,1.0,0,False,False,True,v3_sequence_anchored_geo_distance
USA64463,2024-01-11,2024,False,Peaceful protest,0,0,-2.7792304092447506,2.678375226579346,5.457605635824096,8.13598086240344,22.132724678988893,0.7844174624688397,2508.6153846153848,1.3199999999999998,0.7777777777777778,13,False,True,True,v3_sequence_anchored_geo_distance
USA64386,2024-01-11,2024,False,Peaceful protest,0,0,,,,,,,,,,0,False,False,False,v3_sequence_anchored_geo_distance
